block_name,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20,x_21,y_21,x_22,y_22,x_23,y_23,x_24,y_24,x_25,y_25,x_26,y_26,x_27,y_27
nn12_beg[2]-ss12_end[2]-2,0,0,-190,0,-190,2182,-194,2182,-194,5166,-198,5166,-198,6588,2198,6588,2198,5230,2202,5230,2202,2246,2206,2246,2206,-738,2210,-738,2210,-3722,2214,-3722,2214,-6706,2218,-6706,2218,-9690,2222,-9690,2222,-12674,2226,-12674,2226,-15658,2230,-15658,2230,-18642,2234,-18642,2234,-21000,2000,-21000
nn12_beg[3]-ss12_end[3]-2,0,0,-191,0,-191,2182,-195,2182,-195,5166,-199,5166,-199,6593,2199,6593,2199,5238,2203,5238,2203,2254,2207,2254,2207,-730,2211,-730,2211,-3714,2215,-3714,2215,-6698,2219,-6698,2219,-9682,2223,-9682,2223,-12666,2227,-12666,2227,-15650,2231,-15650,2231,-18634,2235,-18634,2235,-21000,2000,-21000
nn12_beg[0]-ss12_end[0]-3,0,0,-188,0,-188,2182,-192,2182,-192,5166,-196,5166,-196,8150,-200,8150,-200,9582,2200,9582,2200,8230,2204,8230,2204,5246,2208,5246,2208,2262,2212,2262,2212,-722,2216,-722,2216,-3706,2220,-3706,2220,-6690,2224,-6690,2224,-9674,2228,-9674,2228,-12658,2232,-12658,2232,-15000,2000,-15000
nn12_beg[1]-ss12_end[1]-3,0,0,-189,0,-189,2182,-193,2182,-193,5166,-197,5166,-197,8150,-201,8150,-201,9587,2201,9587,2201,8238,2205,8238,2205,5254,2209,5254,2209,2270,2213,2270,2213,-714,2217,-714,2217,-3698,2221,-3698,2221,-6682,2225,-6682,2225,-9666,2229,-9666,2229,-12650,2233,-12650,2233,-15000,2000,-15000
nn12_beg[2]-ss12_end[2]-3,0,0,-190,0,-190,2182,-194,2182,-194,5166,-198,5166,-198,8150,-202,8150,-202,9592,2202,9592,2202,8246,2206,8246,2206,5262,2210,5262,2210,2278,2214,2278,2214,-706,2218,-706,2218,-3690,2222,-3690,2222,-6674,2226,-6674,2226,-9658,2230,-9658,2230,-12642,2234,-12642,2234,-15000,2000,-15000
nn12_beg[3]-ss12_end[3]-3,0,0,-191,0,-191,2182,-195,2182,-195,5166,-199,5166,-199,8150,-203,8150,-203,9597,2203,9597,2203,8254,2207,8254,2207,5270,2211,5270,2211,2286,2215,2286,2215,-698,2219,-698,2219,-3682,2223,-3682,2223,-6666,2227,-6666,2227,-9650,2231,-9650,2231,-12634,2235,-12634,2235,-15000,2000,-15000
nn12_beg[0]-ss12_end[0]-4,0,0,-188,0,-188,2182,-192,2182,-192,5166,-196,5166,-196,8150,-200,8150,-200,11134,-204,11134,-204,12586,2204,12586,2204,11246,2208,11246,2208,8262,2212,8262,2212,5278,2216,5278,2216,2294,2220,2294,2220,-690,2224,-690,2224,-3674,2228,-3674,2228,-6658,2232,-6658,2232,-9000,2000,-9000
nn12_beg[1]-ss12_end[1]-4,0,0,-189,0,-189,2182,-193,2182,-193,5166,-197,5166,-197,8150,-201,8150,-201,11134,-205,11134,-205,12591,2205,12591,2205,11254,2209,11254,2209,8270,2213,8270,2213,5286,2217,5286,2217,2302,2221,2302,2221,-682,2225,-682,2225,-3666,2229,-3666,2229,-6650,2233,-6650,2233,-9000,2000,-9000
nn12_beg[2]-ss12_end[2]-4,0,0,-190,0,-190,2182,-194,2182,-194,5166,-198,5166,-198,8150,-202,8150,-202,11134,-206,11134,-206,12596,2206,12596,2206,11262,2210,11262,2210,8278,2214,8278,2214,5294,2218,5294,2218,2310,2222,2310,2222,-674,2226,-674,2226,-3658,2230,-3658,2230,-6642,2234,-6642,2234,-9000,2000,-9000
nn12_beg[3]-ss12_end[3]-4,0,0,-191,0,-191,2182,-195,2182,-195,5166,-199,5166,-199,8150,-203,8150,-203,11134,-207,11134,-207,12601,2207,12601,2207,11270,2211,11270,2211,8286,2215,8286,2215,5302,2219,5302,2219,2318,2223,2318,2223,-666,2227,-666,2227,-3650,2231,-3650,2231,-6634,2235,-6634,2235,-9000,2000,-9000
nn12_beg[0]-ss12_end[0]-5,0,0,-188,0,-188,2182,-192,2182,-192,5166,-196,5166,-196,8150,-200,8150,-200,11134,-204,11134,-204,14118,-208,14118,-208,15590,2208,15590,2208,14262,2212,14262,2212,11278,2216,11278,2216,8294,2220,8294,2220,5310,2224,5310,2224,2326,2228,2326,2228,-658,2232,-658,2232,-3000,2000,-3000
nn12_beg[1]-ss12_end[1]-5,0,0,-189,0,-189,2182,-193,2182,-193,5166,-197,5166,-197,8150,-201,8150,-201,11134,-205,11134,-205,14118,-209,14118,-209,15595,2209,15595,2209,14270,2213,14270,2213,11286,2217,11286,2217,8302,2221,8302,2221,5318,2225,5318,2225,2334,2229,2334,2229,-650,2233,-650,2233,-3000,2000,-3000
nn12_beg[2]-ss12_end[2]-5,0,0,-190,0,-190,2182,-194,2182,-194,5166,-198,5166,-198,8150,-202,8150,-202,11134,-206,11134,-206,14118,-210,14118,-210,15600,2210,15600,2210,14278,2214,14278,2214,11294,2218,11294,2218,8310,2222,8310,2222,5326,2226,5326,2226,2342,2230,2342,2230,-642,2234,-642,2234,-3000,2000,-3000
nn12_beg[3]-ss12_end[3]-5,0,0,-191,0,-191,2182,-195,2182,-195,5166,-199,5166,-199,8150,-203,8150,-203,11134,-207,11134,-207,14118,-211,14118,-211,15605,2211,15605,2211,14286,2215,14286,2215,11302,2219,11302,2219,8318,2223,8318,2223,5334,2227,5334,2227,2350,2231,2350,2231,-634,2235,-634,2235,-3000,2000,-3000
nn12_beg[0]-ss12_end[0]-6,0,0,-188,0,-188,2182,-192,2182,-192,5166,-196,5166,-196,8150,-200,8150,-200,11134,-204,11134,-204,14118,-208,14118,-208,17102,-212,17102,-212,18594,2212,18594,2212,17278,2216,17278,2216,14294,2220,14294,2220,11310,2224,11310,2224,8326,2228,8326,2228,5342,2232,5342,2232,3000,2000,3000
nn12_beg[1]-ss12_end[1]-6,0,0,-189,0,-189,2182,-193,2182,-193,5166,-197,5166,-197,8150,-201,8150,-201,11134,-205,11134,-205,14118,-209,14118,-209,17102,-213,17102,-213,18599,2213,18599,2213,17286,2217,17286,2217,14302,2221,14302,2221,11318,2225,11318,2225,8334,2229,8334,2229,5350,2233,5350,2233,3000,2000,3000
nn12_beg[2]-ss12_end[2]-6,0,0,-190,0,-190,2182,-194,2182,-194,5166,-198,5166,-198,8150,-202,8150,-202,11134,-206,11134,-206,14118,-210,14118,-210,17102,-214,17102,-214,18604,2214,18604,2214,17294,2218,17294,2218,14310,2222,14310,2222,11326,2226,11326,2226,8342,2230,8342,2230,5358,2234,5358,2234,3000,2000,3000
nn12_beg[3]-ss12_end[3]-6,0,0,-191,0,-191,2182,-195,2182,-195,5166,-199,5166,-199,8150,-203,8150,-203,11134,-207,11134,-207,14118,-211,14118,-211,17102,-215,17102,-215,18609,2215,18609,2215,17302,2219,17302,2219,14318,2223,14318,2223,11334,2227,11334,2227,8350,2231,8350,2231,5366,2235,5366,2235,3000,2000,3000
nn12_beg[0]-ss12_end[0]-7,0,0,-188,0,-188,2182,-192,2182,-192,5166,-196,5166,-196,8150,-200,8150,-200,11134,-204,11134,-204,14118,-208,14118,-208,17102,-212,17102,-212,20086,-216,20086,-216,21598,2216,21598,2216,20294,2220,20294,2220,17310,2224,17310,2224,14326,2228,14326,2228,11342,2232,11342,2232,9000,2000,9000
nn12_beg[1]-ss12_end[1]-7,0,0,-189,0,-189,2182,-193,2182,-193,5166,-197,5166,-197,8150,-201,8150,-201,11134,-205,11134,-205,14118,-209,14118,-209,17102,-213,17102,-213,20086,-217,20086,-217,21603,2217,21603,2217,20302,2221,20302,2221,17318,2225,17318,2225,14334,2229,14334,2229,11350,2233,11350,2233,9000,2000,9000
nn12_beg[2]-ss12_end[2]-7,0,0,-190,0,-190,2182,-194,2182,-194,5166,-198,5166,-198,8150,-202,8150,-202,11134,-206,11134,-206,14118,-210,14118,-210,17102,-214,17102,-214,20086,-218,20086,-218,21608,2218,21608,2218,20310,2222,20310,2222,17326,2226,17326,2226,14342,2230,14342,2230,11358,2234,11358,2234,9000,2000,9000
nn12_beg[3]-ss12_end[3]-7,0,0,-191,0,-191,2182,-195,2182,-195,5166,-199,5166,-199,8150,-203,8150,-203,11134,-207,11134,-207,14118,-211,14118,-211,17102,-215,17102,-215,20086,-219,20086,-219,21613,2219,21613,2219,20318,2223,20318,2223,17334,2227,17334,2227,14350,2231,14350,2231,11366,2235,11366,2235,9000,2000,9000
nn12_beg[0]-ss12_end[0]-8,0,0,-188,0,-188,2182,-192,2182,-192,5166,-196,5166,-196,8150,-200,8150,-200,11134,-204,11134,-204,14118,-208,14118,-208,17102,-212,17102,-212,20086,-216,20086,-216,23070,-220,23070,-220,24602,2220,24602,2220,23310,2224,23310,2224,20326,2228,20326,2228,17342,2232,17342,2232,15000,2000,15000
nn12_beg[1]-ss12_end[1]-8,0,0,-189,0,-189,2182,-193,2182,-193,5166,-197,5166,-197,8150,-201,8150,-201,11134,-205,11134,-205,14118,-209,14118,-209,17102,-213,17102,-213,20086,-217,20086,-217,23070,-221,23070,-221,24607,2221,24607,2221,23318,2225,23318,2225,20334,2229,20334,2229,17350,2233,17350,2233,15000,2000,15000
nn12_beg[2]-ss12_end[2]-8,0,0,-190,0,-190,2182,-194,2182,-194,5166,-198,5166,-198,8150,-202,8150,-202,11134,-206,11134,-206,14118,-210,14118,-210,17102,-214,17102,-214,20086,-218,20086,-218,23070,-222,23070,-222,24612,2222,24612,2222,23326,2226,23326,2226,20342,2230,20342,2230,17358,2234,17358,2234,15000,2000,15000
nn12_beg[3]-ss12_end[3]-8,0,0,-191,0,-191,2182,-195,2182,-195,5166,-199,5166,-199,8150,-203,8150,-203,11134,-207,11134,-207,14118,-211,14118,-211,17102,-215,17102,-215,20086,-219,20086,-219,23070,-223,23070,-223,24617,2223,24617,2223,23334,2227,23334,2227,20350,2231,20350,2231,17366,2235,17366,2235,15000,2000,15000
nn12_beg[0]-ss12_end[0]-9,0,0,-188,0,-188,2182,-192,2182,-192,5166,-196,5166,-196,8150,-200,8150,-200,11134,-204,11134,-204,14118,-208,14118,-208,17102,-212,17102,-212,20086,-216,20086,-216,23070,-220,23070,-220,26054,-224,26054,-224,27606,2224,27606,2224,26326,2228,26326,2228,23342,2232,23342,2232,21000,2000,21000
nn12_beg[1]-ss12_end[1]-9,0,0,-189,0,-189,2182,-193,2182,-193,5166,-197,5166,-197,8150,-201,8150,-201,11134,-205,11134,-205,14118,-209,14118,-209,17102,-213,17102,-213,20086,-217,20086,-217,23070,-221,23070,-221,26054,-225,26054,-225,27611,2225,27611,2225,26334,2229,26334,2229,23350,2233,23350,2233,21000,2000,21000
nn12_beg[2]-ss12_end[2]-9,0,0,-190,0,-190,2182,-194,2182,-194,5166,-198,5166,-198,8150,-202,8150,-202,11134,-206,11134,-206,14118,-210,14118,-210,17102,-214,17102,-214,20086,-218,20086,-218,23070,-222,23070,-222,26054,-226,26054,-226,27616,2226,27616,2226,26342,2230,26342,2230,23358,2234,23358,2234,21000,2000,21000
nn12_beg[3]-ss12_end[3]-9,0,0,-191,0,-191,2182,-195,2182,-195,5166,-199,5166,-199,8150,-203,8150,-203,11134,-207,11134,-207,14118,-211,14118,-211,17102,-215,17102,-215,20086,-219,20086,-219,23070,-223,23070,-223,26054,-227,26054,-227,27621,2227,27621,2227,26350,2231,26350,2231,23366,2235,23366,2235,21000,2000,21000
nn12_beg[0]-ss12_end[0]-10,0,0,-188,0,-188,2182,-192,2182,-192,5166,-196,5166,-196,8150,-200,8150,-200,11134,-204,11134,-204,14118,-208,14118,-208,17102,-212,17102,-212,20086,-216,20086,-216,23070,-220,23070,-220,26054,-224,26054,-224,29038,-228,29038,-228,30610,2228,30610,2228,29342,2232,29342,2232,27000,2000,27000
nn12_beg[1]-ss12_end[1]-10,0,0,-189,0,-189,2182,-193,2182,-193,5166,-197,5166,-197,8150,-201,8150,-201,11134,-205,11134,-205,14118,-209,14118,-209,17102,-213,17102,-213,20086,-217,20086,-217,23070,-221,23070,-221,26054,-225,26054,-225,29038,-229,29038,-229,30615,2229,30615,2229,29350,2233,29350,2233,27000,2000,27000
nn12_beg[2]-ss12_end[2]-10,0,0,-190,0,-190,2182,-194,2182,-194,5166,-198,5166,-198,8150,-202,8150,-202,11134,-206,11134,-206,14118,-210,14118,-210,17102,-214,17102,-214,20086,-218,20086,-218,23070,-222,23070,-222,26054,-226,26054,-226,29038,-230,29038,-230,30620,2230,30620,2230,29358,2234,29358,2234,27000,2000,27000
nn12_beg[3]-ss12_end[3]-10,0,0,-191,0,-191,2182,-195,2182,-195,5166,-199,5166,-199,8150,-203,8150,-203,11134,-207,11134,-207,14118,-211,14118,-211,17102,-215,17102,-215,20086,-219,20086,-219,23070,-223,23070,-223,26054,-227,26054,-227,29038,-231,29038,-231,30625,2231,30625,2231,29366,2235,29366,2235,27000,2000,27000
nn12_beg[0]-ss12_end[0]-11,0,0,-188,0,-188,2182,-192,2182,-192,5166,-196,5166,-196,8150,-200,8150,-200,11134,-204,11134,-204,14118,-208,14118,-208,17102,-212,17102,-212,20086,-216,20086,-216,23070,-220,23070,-220,26054,-224,26054,-224,29038,-228,29038,-228,32022,-232,32022,-232,33614,2232,33614,2232,33000,2000,33000
nn12_beg[1]-ss12_end[1]-11,0,0,-189,0,-189,2182,-193,2182,-193,5166,-197,5166,-197,8150,-201,8150,-201,11134,-205,11134,-205,14118,-209,14118,-209,17102,-213,17102,-213,20086,-217,20086,-217,23070,-221,23070,-221,26054,-225,26054,-225,29038,-229,29038,-229,32022,-233,32022,-233,33619,2233,33619,2233,33000,2000,33000
nn12_beg[2]-ss12_end[2]-11,0,0,-190,0,-190,2182,-194,2182,-194,5166,-198,5166,-198,8150,-202,8150,-202,11134,-206,11134,-206,14118,-210,14118,-210,17102,-214,17102,-214,20086,-218,20086,-218,23070,-222,23070,-222,26054,-226,26054,-226,29038,-230,29038,-230,32022,-234,32022,-234,33624,2234,33624,2234,33000,2000,33000
nn12_beg[3]-ss12_end[3]-11,0,0,-191,0,-191,2182,-195,2182,-195,5166,-199,5166,-199,8150,-203,8150,-203,11134,-207,11134,-207,14118,-211,14118,-211,17102,-215,17102,-215,20086,-219,20086,-219,23070,-223,23070,-223,26054,-227,26054,-227,29038,-231,29038,-231,32022,-235,32022,-235,33629,2235,33629,2235,33000,2000,33000
ss12_beg[0]-nn12_end[0]-0,0,0,188,0,188,-570,-2188,-570,-2188,818,-2192,818,-2192,3802,-2196,3802,-2196,6786,-2200,6786,-2200,9770,-2204,9770,-2204,12754,-2208,12754,-2208,15738,-2212,15738,-2212,18722,-2216,18722,-2216,21706,-2220,21706,-2220,24690,-2224,24690,-2224,27674,-2228,27674,-2228,30658,-2232,30658,-2232,33000,-2000,33000
ss12_beg[1]-nn12_end[1]-0,0,0,189,0,189,-575,-2189,-575,-2189,810,-2193,810,-2193,3794,-2197,3794,-2197,6778,-2201,6778,-2201,9762,-2205,9762,-2205,12746,-2209,12746,-2209,15730,-2213,15730,-2213,18714,-2217,18714,-2217,21698,-2221,21698,-2221,24682,-2225,24682,-2225,27666,-2229,27666,-2229,30650,-2233,30650,-2233,33000,-2000,33000
ss12_beg[2]-nn12_end[2]-0,0,0,190,0,190,-580,-2190,-580,-2190,802,-2194,802,-2194,3786,-2198,3786,-2198,6770,-2202,6770,-2202,9754,-2206,9754,-2206,12738,-2210,12738,-2210,15722,-2214,15722,-2214,18706,-2218,18706,-2218,21690,-2222,21690,-2222,24674,-2226,24674,-2226,27658,-2230,27658,-2230,30642,-2234,30642,-2234,33000,-2000,33000
ss12_beg[3]-nn12_end[3]-0,0,0,191,0,191,-585,-2191,-585,-2191,794,-2195,794,-2195,3778,-2199,3778,-2199,6762,-2203,6762,-2203,9746,-2207,9746,-2207,12730,-2211,12730,-2211,15714,-2215,15714,-2215,18698,-2219,18698,-2219,21682,-2223,21682,-2223,24666,-2227,24666,-2227,27650,-2231,27650,-2231,30634,-2235,30634,-2235,33000,-2000,33000
ss12_beg[0]-nn12_end[0]-1,0,0,188,0,188,-2182,192,-2182,192,-3574,-2192,-3574,-2192,-2198,-2196,-2198,-2196,786,-2200,786,-2200,3770,-2204,3770,-2204,6754,-2208,6754,-2208,9738,-2212,9738,-2212,12722,-2216,12722,-2216,15706,-2220,15706,-2220,18690,-2224,18690,-2224,21674,-2228,21674,-2228,24658,-2232,24658,-2232,27000,-2000,27000
ss12_beg[1]-nn12_end[1]-1,0,0,189,0,189,-2182,193,-2182,193,-3579,-2193,-3579,-2193,-2206,-2197,-2206,-2197,778,-2201,778,-2201,3762,-2205,3762,-2205,6746,-2209,6746,-2209,9730,-2213,9730,-2213,12714,-2217,12714,-2217,15698,-2221,15698,-2221,18682,-2225,18682,-2225,21666,-2229,21666,-2229,24650,-2233,24650,-2233,27000,-2000,27000
ss12_beg[2]-nn12_end[2]-1,0,0,190,0,190,-2182,194,-2182,194,-3584,-2194,-3584,-2194,-2214,-2198,-2214,-2198,770,-2202,770,-2202,3754,-2206,3754,-2206,6738,-2210,6738,-2210,9722,-2214,9722,-2214,12706,-2218,12706,-2218,15690,-2222,15690,-2222,18674,-2226,18674,-2226,21658,-2230,21658,-2230,24642,-2234,24642,-2234,27000,-2000,27000
ss12_beg[3]-nn12_end[3]-1,0,0,191,0,191,-2182,195,-2182,195,-3589,-2195,-3589,-2195,-2222,-2199,-2222,-2199,762,-2203,762,-2203,3746,-2207,3746,-2207,6730,-2211,6730,-2211,9714,-2215,9714,-2215,12698,-2219,12698,-2219,15682,-2223,15682,-2223,18666,-2227,18666,-2227,21650,-2231,21650,-2231,24634,-2235,24634,-2235,27000,-2000,27000
ss12_beg[0]-nn12_end[0]-2,0,0,188,0,188,-2182,192,-2182,192,-5166,196,-5166,196,-6578,-2196,-6578,-2196,-5214,-2200,-5214,-2200,-2230,-2204,-2230,-2204,754,-2208,754,-2208,3738,-2212,3738,-2212,6722,-2216,6722,-2216,9706,-2220,9706,-2220,12690,-2224,12690,-2224,15674,-2228,15674,-2228,18658,-2232,18658,-2232,21000,-2000,21000
ss12_beg[1]-nn12_end[1]-2,0,0,189,0,189,-2182,193,-2182,193,-5166,197,-5166,197,-6583,-2197,-6583,-2197,-5222,-2201,-5222,-2201,-2238,-2205,-2238,-2205,746,-2209,746,-2209,3730,-2213,3730,-2213,6714,-2217,6714,-2217,9698,-2221,9698,-2221,12682,-2225,12682,-2225,15666,-2229,15666,-2229,18650,-2233,18650,-2233,21000,-2000,21000
ss12_beg[2]-nn12_end[2]-2,0,0,190,0,190,-2182,194,-2182,194,-5166,198,-5166,198,-6588,-2198,-6588,-2198,-5230,-2202,-5230,-2202,-2246,-2206,-2246,-2206,738,-2210,738,-2210,3722,-2214,3722,-2214,6706,-2218,6706,-2218,9690,-2222,9690,-2222,12674,-2226,12674,-2226,15658,-2230,15658,-2230,18642,-2234,18642,-2234,21000,-2000,21000
ss12_beg[3]-nn12_end[3]-2,0,0,191,0,191,-2182,195,-2182,195,-5166,199,-5166,199,-6593,-2199,-6593,-2199,-5238,-2203,-5238,-2203,-2254,-2207,-2254,-2207,730,-2211,730,-2211,3714,-2215,3714,-2215,6698,-2219,6698,-2219,9682,-2223,9682,-2223,12666,-2227,12666,-2227,15650,-2231,15650,-2231,18634,-2235,18634,-2235,21000,-2000,21000
ss12_beg[0]-nn12_end[0]-3,0,0,188,0,188,-2182,192,-2182,192,-5166,196,-5166,196,-8150,200,-8150,200,-9582,-2200,-9582,-2200,-8230,-2204,-8230,-2204,-5246,-2208,-5246,-2208,-2262,-2212,-2262,-2212,722,-2216,722,-2216,3706,-2220,3706,-2220,6690,-2224,6690,-2224,9674,-2228,9674,-2228,12658,-2232,12658,-2232,15000,-2000,15000
ss12_beg[1]-nn12_end[1]-3,0,0,189,0,189,-2182,193,-2182,193,-5166,197,-5166,197,-8150,201,-8150,201,-9587,-2201,-9587,-2201,-8238,-2205,-8238,-2205,-5254,-2209,-5254,-2209,-2270,-2213,-2270,-2213,714,-2217,714,-2217,3698,-2221,3698,-2221,6682,-2225,6682,-2225,9666,-2229,9666,-2229,12650,-2233,12650,-2233,15000,-2000,15000
ss12_beg[2]-nn12_end[2]-3,0,0,190,0,190,-2182,194,-2182,194,-5166,198,-5166,198,-8150,202,-8150,202,-9592,-2202,-9592,-2202,-8246,-2206,-8246,-2206,-5262,-2210,-5262,-2210,-2278,-2214,-2278,-2214,706,-2218,706,-2218,3690,-2222,3690,-2222,6674,-2226,6674,-2226,9658,-2230,9658,-2230,12642,-2234,12642,-2234,15000,-2000,15000
ss12_beg[3]-nn12_end[3]-3,0,0,191,0,191,-2182,195,-2182,195,-5166,199,-5166,199,-8150,203,-8150,203,-9597,-2203,-9597,-2203,-8254,-2207,-8254,-2207,-5270,-2211,-5270,-2211,-2286,-2215,-2286,-2215,698,-2219,698,-2219,3682,-2223,3682,-2223,6666,-2227,6666,-2227,9650,-2231,9650,-2231,12634,-2235,12634,-2235,15000,-2000,15000
ss12_beg[0]-nn12_end[0]-4,0,0,188,0,188,-2182,192,-2182,192,-5166,196,-5166,196,-8150,200,-8150,200,-11134,204,-11134,204,-12586,-2204,-12586,-2204,-11246,-2208,-11246,-2208,-8262,-2212,-8262,-2212,-5278,-2216,-5278,-2216,-2294,-2220,-2294,-2220,690,-2224,690,-2224,3674,-2228,3674,-2228,6658,-2232,6658,-2232,9000,-2000,9000
ss12_beg[1]-nn12_end[1]-4,0,0,189,0,189,-2182,193,-2182,193,-5166,197,-5166,197,-8150,201,-8150,201,-11134,205,-11134,205,-12591,-2205,-12591,-2205,-11254,-2209,-11254,-2209,-8270,-2213,-8270,-2213,-5286,-2217,-5286,-2217,-2302,-2221,-2302,-2221,682,-2225,682,-2225,3666,-2229,3666,-2229,6650,-2233,6650,-2233,9000,-2000,9000
ss12_beg[2]-nn12_end[2]-4,0,0,190,0,190,-2182,194,-2182,194,-5166,198,-5166,198,-8150,202,-8150,202,-11134,206,-11134,206,-12596,-2206,-12596,-2206,-11262,-2210,-11262,-2210,-8278,-2214,-8278,-2214,-5294,-2218,-5294,-2218,-2310,-2222,-2310,-2222,674,-2226,674,-2226,3658,-2230,3658,-2230,6642,-2234,6642,-2234,9000,-2000,9000
ss12_beg[3]-nn12_end[3]-4,0,0,191,0,191,-2182,195,-2182,195,-5166,199,-5166,199,-8150,203,-8150,203,-11134,207,-11134,207,-12601,-2207,-12601,-2207,-11270,-2211,-11270,-2211,-8286,-2215,-8286,-2215,-5302,-2219,-5302,-2219,-2318,-2223,-2318,-2223,666,-2227,666,-2227,3650,-2231,3650,-2231,6634,-2235,6634,-2235,9000,-2000,9000
