block_name,x,y
INP_FIN_26,418,0
INP_FIN_27,422,0
INP_FIN_28,430,0
INP_FIN_29,434,0
INP_FIN_30,438,0
INP_FIN_31,442,0
INP_FIN_32,446,0
INP_FIN_33,450,0
INP_FIN_34,454,0
INP_FIN_35,458,0
INP_FIN_36,466,0
INP_FIN_37,470,0
INP_FIN_38,474,0
INP_FIN_39,478,0
INP_FIN_40,482,0
INP_FIN_41,486,0
INP_FIN_42,490,0
INP_FIN_43,494,0
INP_FIN_44,502,0
INP_FIN_45,506,0
INP_FIN_46,510,0
INP_FIN_47,514,0
INP_FIN_48,518,0
INP_FIN_49,522,0
INP_FIN_50,526,0
INP_FIN_51,530,0
INP_FIN_52,538,0
INP_FIN_53,542,0
INP_FIN_54,546,0
INP_FIN_55,550,0
INP_FIN_56,554,0
INP_FIN_57,558,0
INP_FIN_58,562,0
INP_FIN_59,566,0
INP_FIN_60,574,0
INP_FIN_61,578,0
INP_FIN_62,582,0
INP_FIN_63,586,0
POST_INP_FIN_00,1202,0
POST_INP_FIN_01,1206,0
POST_INP_FIN_02,1210,0
POST_INP_FIN_03,1214,0
PRE_INP_FIN_12,1222,0
PRE_INP_FIN_13,1226,0
PRE_INP_FIN_14,1230,0
PRE_INP_FIN_15,1234,0
POST_INP_FIN_16,1242,0
POST_INP_FIN_17,1246,0
POST_INP_FIN_18,1250,0
POST_INP_FIN_19,1254,0
PRE_INP_FIN_28,1262,0
PRE_INP_FIN_29,1266,0
PRE_INP_FIN_30,1270,0
PRE_INP_FIN_31,1274,0
POST_INP_FIN_32,1282,0
POST_INP_FIN_33,1286,0
POST_INP_FIN_34,1290,0
POST_INP_FIN_35,1294,0
PRE_INP_FIN_44,1302,0
PRE_INP_FIN_45,1306,0
PRE_INP_FIN_46,1310,0
PRE_INP_FIN_47,1314,0
POST_INP_FIN_48,1322,0
POST_INP_FIN_49,1326,0
POST_INP_FIN_50,1330,0
POST_INP_FIN_51,1334,0
PRE_INP_FIN_60,1342,0
PRE_INP_FIN_61,1346,0
PRE_INP_FIN_62,1350,0
PRE_INP_FIN_63,1354,0
POST_SWH_LONG_00,1378,0
POST_SWH_LONG_01,1382,0
POST_SWH_LONG_02,1386,0
POST_SWH_LONG_03,1390,0
PRE_SWH_LONG_28,1398,0
PRE_SWH_LONG_29,1402,0
PRE_SWH_LONG_30,1406,0
PRE_SWH_LONG_31,1410,0
POST_SWH_MID_00,1434,0
POST_SWH_MID_01,1438,0
POST_SWH_MID_02,1442,0
POST_SWH_MID_03,1446,0
PRE_SWH_MID_28,1454,0
PRE_SWH_MID_29,1458,0
PRE_SWH_MID_30,1462,0
PRE_SWH_MID_31,1466,0
POST_SWH_SHORT_00,1490,0
POST_SWH_SHORT_01,1494,0
POST_SWH_SHORT_02,1498,0
POST_SWH_SHORT_03,1502,0
PRE_SWH_SHORT_28,1510,0
PRE_SWH_SHORT_29,1514,0
PRE_SWH_SHORT_30,1518,0
PRE_SWH_SHORT_31,1522,0
POST_SWH_SHORT_32,1530,0
POST_SWH_SHORT_33,1534,0
POST_SWH_SHORT_34,1538,0
POST_SWH_SHORT_35,1542,0
PRE_SWH_SHORT_60,1550,0
PRE_SWH_SHORT_61,1554,0
PRE_SWH_SHORT_62,1558,0
PRE_SWH_SHORT_63,1562,0
SWH_SHORT_00,2000,702
SWH_SHORT_01,2000,706
SWH_SHORT_02,2000,710
SWH_SHORT_03,2000,714
SWH_SHORT_04,2000,718
SWH_SHORT_05,2000,722
SWH_SHORT_06,2000,726
SWH_SHORT_07,2000,730
SWH_SHORT_08,2000,734
SWH_SHORT_09,2000,738
SWH_SHORT_10,2000,742
SWH_SHORT_11,2000,746
SWH_SHORT_12,2000,750
SWH_SHORT_13,2000,754
SWH_SHORT_14,2000,758
SWH_SHORT_15,2000,762
SWH_SHORT_16,2000,766
SWH_SHORT_17,2000,770
SWH_SHORT_18,2000,774
SWH_SHORT_19,2000,778
SWH_SHORT_20,2000,782
SWH_SHORT_21,2000,786
SWH_SHORT_22,2000,790
SWH_SHORT_23,2000,794
SWH_SHORT_24,2000,798
SWH_SHORT_25,2000,802
SWH_SHORT_26,2000,806
SWH_SHORT_27,2000,810
SWH_SHORT_28,2000,814
SWH_SHORT_29,2000,818
SWH_SHORT_30,2000,822
SWH_SHORT_31,2000,826
SWH_SHORT_32,2000,830
SWH_SHORT_33,2000,834
SWH_SHORT_34,2000,838
SWH_SHORT_35,2000,842
SWH_SHORT_36,2000,846
SWH_SHORT_37,2000,850
SWH_SHORT_38,2000,854
SWH_SHORT_39,2000,858
SWH_SHORT_40,2000,862
SWH_SHORT_41,2000,866
SWH_SHORT_42,2000,870
SWH_SHORT_43,2000,874
SWH_SHORT_44,2000,878
SWH_SHORT_45,2000,882
SWH_SHORT_46,2000,886
SWH_SHORT_47,2000,890
SWH_SHORT_48,2000,894
SWH_SHORT_49,2000,898
SWH_SHORT_50,2000,902
SWH_SHORT_51,2000,906
SWH_SHORT_52,2000,910
SWH_SHORT_53,2000,914
SWH_SHORT_54,2000,918
SWH_SHORT_55,2000,922
SWH_SHORT_56,2000,926
SWH_SHORT_57,2000,930
SWH_SHORT_58,2000,934
SWH_SHORT_59,2000,938
SWH_SHORT_60,2000,942
SWH_SHORT_61,2000,946
SWH_SHORT_62,2000,950
SWH_SHORT_63,2000,954
SWH_MID_00,2000,978
SWH_MID_01,2000,982
SWH_MID_02,2000,986
SWH_MID_03,2000,990
SWH_MID_04,2000,994
SWH_MID_05,2000,998
SWH_MID_06,2000,1002
SWH_MID_07,2000,1006
SWH_MID_08,2000,1010
SWH_MID_09,2000,1014
SWH_MID_10,2000,1018
SWH_MID_11,2000,1022
SWH_MID_12,2000,1026
SWH_MID_13,2000,1030
SWH_MID_14,2000,1034
SWH_MID_15,2000,1038
SWH_MID_16,2000,1042
SWH_MID_17,2000,1046
SWH_MID_18,2000,1050
SWH_MID_19,2000,1054
SWH_MID_20,2000,1058
SWH_MID_21,2000,1062
SWH_MID_22,2000,1066
SWH_MID_23,2000,1070
SWH_MID_24,2000,1074
SWH_MID_25,2000,1078
SWH_MID_26,2000,1082
SWH_MID_27,2000,1086
SWH_MID_28,2000,1090
SWH_MID_29,2000,1094
SWH_MID_30,2000,1098
SWH_MID_31,2000,1102
SWH_LONG_00,2000,1126
SWH_LONG_01,2000,1130
SWH_LONG_02,2000,1134
SWH_LONG_03,2000,1138
SWH_LONG_04,2000,1142
SWH_LONG_05,2000,1146
SWH_LONG_06,2000,1150
SWH_LONG_07,2000,1154
SWH_LONG_08,2000,1158
SWH_LONG_09,2000,1162
SWH_LONG_10,2000,1166
SWH_LONG_11,2000,1170
SWH_LONG_12,2000,1174
SWH_LONG_13,2000,1178
SWH_LONG_14,2000,1182
SWH_LONG_15,2000,1186
SWH_LONG_16,2000,1190
SWH_LONG_17,2000,1194
SWH_LONG_18,2000,1198
SWH_LONG_19,2000,1202
SWH_LONG_20,2000,1206
SWH_LONG_21,2000,1210
SWH_LONG_22,2000,1214
SWH_LONG_23,2000,1218
SWH_LONG_24,2000,1222
SWH_LONG_25,2000,1226
SWH_LONG_26,2000,1230
SWH_LONG_27,2000,1234
SWH_LONG_28,2000,1238
SWH_LONG_29,2000,1242
SWH_LONG_30,2000,1246
SWH_LONG_31,2000,1250
OA_0,0,1602
OA_1,0,1606
OA_2,0,1610
OA_3,0,1614
OB_0,0,1622
OB_1,0,1626
OB_2,0,1630
OB_3,0,1634
OC_0,0,1642
OC_1,0,1646
OC_2,0,1650
OC_3,0,1654
OD_0,0,1662
OD_1,0,1666
OD_2,0,1670
OD_3,0,1674
OE_0,0,1682
OE_1,0,1686
OE_2,0,1690
OE_3,0,1694
OF_0,0,1702
OF_1,0,1706
OF_2,0,1710
OF_3,0,1714
OG_0,0,1722
OG_1,0,1726
OG_2,0,1730
OG_3,0,1734
OH_0,0,1742
OH_1,0,1746
OH_2,0,1750
OH_3,0,1754
FIN_A0,0,302
FIN_A1,0,306
FIN_A2,0,310
FIN_A3,0,314
FIN_A4,0,318
FIN_A5,0,322
FIN_A6,0,326
FIN_A7,0,330
FIN_B0,0,338
FIN_B1,0,342
FIN_B2,0,346
FIN_B3,0,350
FIN_B4,0,354
FIN_B5,0,358
FIN_B6,0,362
FIN_B7,0,366
FIN_C0,0,374
FIN_C1,0,378
FIN_C2,0,382
FIN_C3,0,386
FIN_C4,0,390
FIN_C5,0,394
FIN_C6,0,398
FIN_C7,0,402
FIN_D0,0,410
FIN_D1,0,414
FIN_D2,0,418
FIN_D3,0,422
FIN_D4,0,426
FIN_D5,0,430
FIN_D6,0,434
FIN_D7,0,438
FIN_E0,0,446
FIN_E1,0,450
FIN_E2,0,454
FIN_E3,0,458
FIN_E4,0,462
FIN_E5,0,466
FIN_E6,0,470
FIN_E7,0,474
FIN_F0,0,482
FIN_F1,0,486
FIN_F2,0,490
FIN_F3,0,494
FIN_F4,0,498
FIN_F5,0,502
FIN_F6,0,506
FIN_F7,0,510
FIN_G0,0,518
FIN_G1,0,522
FIN_G2,0,526
FIN_G3,0,530
FIN_G4,0,534
FIN_G5,0,538
FIN_G6,0,542
FIN_G7,0,546
FIN_H0,0,554
FIN_H1,0,558
FIN_H2,0,562
FIN_H3,0,566
FIN_H4,0,570
FIN_H5,0,574
FIN_H6,0,578
FIN_H7,0,582
FDBK_0,0,1302
FDBK_1,0,1306
FDBK_2,0,1310
FDBK_3,0,1314
FDBK_4,0,1318
FDBK_5,0,1322
FDBK_6,0,1326
FDBK_7,0,1330
FDBK_8,0,1334
FDBK_9,0,1338
FDBK_10,0,1342
FDBK_11,0,1346
FDBK_12,0,1350
FDBK_13,0,1354
FDBK_14,0,1358
FDBK_15,0,1362
CTRL_0,0,1402
CTRL_1,0,1406
CTRL_2,0,1410
CTRL_3,0,1414
CTRL_4,0,1418
CTRL_5,0,1422
CTRL_6,0,1426
CTRL_7,0,1430
CTRL_8,0,1434
CTRL_9,0,1438
